Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [137] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::construct<std::_Rb_tree_node<std::pair<int const, std::string> >, std::pair<int const, std::string> const&>(std::_Rb_tree_node<std::pair<int const, std::string> >*, std::pair<int const, std::string> const&) [94] std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node<std::pair<std::string const, int> > const*) [33] std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::string> >*)
 [186] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::new_allocator() [196] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end() [42] std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_right(std::_Rb_tree_node_base*)
 [187] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::~new_allocator() [11] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [71] std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<int const, std::string> > const*)
  [90] __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [197] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::begin() [74] std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node_base const*)
  [95] __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++(int) [4] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::insert(std::pair<std::string const, int> const&) [207] std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree()
  [56] bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [198] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::map() [34] std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::~_Rb_tree()
 [161] __gnu_cxx::new_allocator<std::string>::max_size() const [52] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::~map() [81] std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end()
 [138] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::max_size() const [125] std::pair<std::string const, int>::pair<std::string&, int&, void>(std::string&, int&) [82] std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin()
 [139] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::max_size() const [151] std::pair<std::string const, int>::pair<std::string&, int, void>(std::string&, int&&) [16] std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::insert(std::pair<int const, std::string> const&)
  [89] __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [117] std::pair<std::string const, int>::pair(std::pair<std::string const, int> const&) [208] std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::multimap()
 [100] __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [60] std::pair<std::string const, int>::~pair() [35] std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::~multimap()
  [24] std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int> const&) const [118] std::pair<int const, std::string>::pair(std::pair<int const, std::string> const&) [105] void std::_Construct<std::string, std::string>(std::string*, std::string&&)
  [41] std::_Select1st<std::pair<int const, std::string> >::operator()(std::pair<int const, std::string> const&) const [152] std::pair<int const, std::string>::pair<int&, void>(int&, std::string const&) [91] std::string* std::__addressof<std::string>(std::string&)
 [163] std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [108] std::pair<int const, std::string>::~pair() [126] std::pair<std::string const, int>* std::__addressof<std::pair<std::string const, int> >(std::pair<std::string const, int>&)
  [57] std::move_iterator<std::string*>::base() const [64] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [30] std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*)
 [104] std::move_iterator<std::string*>::operator*() const [153] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::string const, int> >*&, std::_Rb_tree_node<std::pair<std::string const, int> >*&, void>(std::_Rb_tree_node<std::pair<std::string const, int> >*&, std::_Rb_tree_node<std::pair<std::string const, int> >*&) [31] std::string* std::__uninitialized_copy_a<std::move_iterator<std::string*>, std::string*, std::string>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*, std::allocator<std::string>&)
 [140] std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator*() const [66] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, std::string> >*&, std::_Rb_tree_node<std::pair<int const, std::string> >*&, void>(std::_Rb_tree_node<std::pair<int const, std::string> >*&, std::_Rb_tree_node<std::pair<int const, std::string> >*&) [168] std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*)
 [107] std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) const [47] std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::string const, int> >&&, bool&&) [32] std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&)
 [130] std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator!=(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) const [27] void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [177] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [124] std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator->() const [21] std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [97] std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&)
 [141] std::_Rb_tree_iterator<std::pair<int const, std::string> >::operator*() const [199] std::vector<std::string, std::allocator<std::string> >::vector() [55] std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&)
  [48] std::_Rb_tree_iterator<std::pair<int const, std::string> >::operator!=(std::_Rb_tree_iterator<std::pair<int const, std::string> > const&) const [70] std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string const, int> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, int> const&) [98] std::pair<std::string const, int> const& std::forward<std::pair<std::string const, int> const&>(std::remove_reference<std::pair<std::string const, int> const&>::type&)
 [101] std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::operator==(std::_Rb_tree_const_iterator<std::pair<std::string const, int> > const&) const [154] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_node() [99] std::pair<int const, std::string> const& std::forward<std::pair<int const, std::string> const&>(std::remove_reference<std::pair<int const, std::string> const&>::type&)
   [7] std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::count(std::string const&) const [155] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [122] std::_Rb_tree_node<std::pair<std::string const, int> >*& std::forward<std::_Rb_tree_node<std::pair<std::string const, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<std::string const, int> >*&>::type&)
  [10] std::less<std::string>::operator()(std::string const&, std::string const&) const [200] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_M_initialize() [63] std::_Rb_tree_node<std::pair<int const, std::string> >*& std::forward<std::_Rb_tree_node<std::pair<int const, std::string> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, std::string> >*&>::type&)
  [28] std::less<int>::operator()(int const&, int const&) const [201] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_Rb_tree_impl() [127] std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
